TIME,GEO,UNIT,PURPOSE,DURATION,PARTNER,Value,Flag and Footnotes
2013,Belgium,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"4,258,743",
2013,Belgium,Number,Personal reasons,4 nights or over,Europe,"6,945,258",
2013,Belgium,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"6,411,250",
2013,Belgium,Number,"Professional, business",1 night or over,Europe,"912,025",
2013,Belgium,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"855,090",
2013,Belgium,Number,"Professional, business",From 1 to 3 nights,Europe,"651,937",
2013,Belgium,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"615,922",
2013,Belgium,Number,"Professional, business",4 nights or over,Europe,"260,088",
2013,Belgium,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"239,168",
2013,Belgium,Number,Visits to friends and relatives,1 night or over,Europe,:,
2013,Belgium,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2013,Belgium,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2013,Belgium,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2013,Belgium,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2013,Belgium,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2013,Bulgaria,Number,Total,1 night or over,Europe,"3,939,349",
2013,Bulgaria,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"3,792,181",
2013,Bulgaria,Number,Total,From 1 to 3 nights,Europe,"2,177,327",
2013,Bulgaria,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"2,114,510",
2013,Bulgaria,Number,Total,4 nights or over,Europe,"1,762,022",
2013,Bulgaria,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"1,677,671",
2013,Bulgaria,Number,Personal reasons,1 night or over,Europe,"3,721,238",
2013,Bulgaria,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"3,597,011",
2013,Bulgaria,Number,Personal reasons,From 1 to 3 nights,Europe,"2,039,729",
2013,Bulgaria,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"1,991,029",
2013,Bulgaria,Number,Personal reasons,4 nights or over,Europe,"1,681,509",
2013,Bulgaria,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"1,605,982",
2013,Bulgaria,Number,"Professional, business",1 night or over,Europe,"218,112",
2013,Bulgaria,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"195,170",
2013,Bulgaria,Number,"Professional, business",From 1 to 3 nights,Europe,"137,598",
2013,Bulgaria,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"123,481",
2013,Bulgaria,Number,"Professional, business",4 nights or over,Europe,"80,514",
2013,Bulgaria,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"71,690",
2013,Bulgaria,Number,Visits to friends and relatives,1 night or over,Europe,:,
2013,Bulgaria,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2013,Bulgaria,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2013,Bulgaria,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2013,Bulgaria,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2013,Bulgaria,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2013,Czechia,Number,Total,1 night or over,Europe,"30,857,418",
2013,Czechia,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"30,355,964",
2013,Czechia,Number,Total,From 1 to 3 nights,Europe,"19,678,829",
2013,Czechia,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"19,642,062",
2013,Czechia,Number,Total,4 nights or over,Europe,"11,178,590",
2013,Czechia,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"10,713,902",
2013,Czechia,Number,Personal reasons,1 night or over,Europe,"29,207,549",
2013,Czechia,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"28,757,341",
2013,Czechia,Number,Personal reasons,From 1 to 3 nights,Europe,"18,326,261",
2013,Czechia,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"18,326,261",
2013,Czechia,Number,Personal reasons,4 nights or over,Europe,"10,881,288",
2013,Czechia,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"10,431,080",
2013,Czechia,Number,"Professional, business",1 night or over,Europe,"1,649,869",
2013,Czechia,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"1,598,623",
2013,Czechia,Number,"Professional, business",From 1 to 3 nights,Europe,"1,352,568",
2013,Czechia,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"1,315,801",
2013,Czechia,Number,"Professional, business",4 nights or over,Europe,"297,301",
2013,Czechia,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"282,822",
2013,Czechia,Number,Visits to friends and relatives,1 night or over,Europe,:,
2013,Czechia,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2013,Czechia,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2013,Czechia,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2013,Czechia,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2013,Czechia,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2013,Denmark,Number,Total,1 night or over,Europe,"30,937,527",b
2013,Denmark,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"29,983,836",b
2013,Denmark,Number,Total,From 1 to 3 nights,Europe,"23,390,924",b
2013,Denmark,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"23,170,445",b
2013,Denmark,Number,Total,4 nights or over,Europe,"7,546,602",b
2013,Denmark,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"6,813,391",b
2013,Denmark,Number,Personal reasons,1 night or over,Europe,"28,648,447",b
2013,Denmark,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"27,861,090",b
2013,Denmark,Number,Personal reasons,From 1 to 3 nights,Europe,"21,530,001",b
2013,Denmark,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"21,404,530",b
2013,Denmark,Number,Personal reasons,4 nights or over,Europe,"7,118,446",b
2013,Denmark,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"6,456,560",b
2013,Denmark,Number,"Professional, business",1 night or over,Europe,"2,289,080",b
2013,Denmark,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"2,122,745",b
2013,Denmark,Number,"Professional, business",From 1 to 3 nights,Europe,"1,860,923",b
2013,Denmark,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"1,765,915",b
2013,Denmark,Number,"Professional, business",4 nights or over,Europe,"428,157",b
2013,Denmark,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"356,830",b
2013,Denmark,Number,Visits to friends and relatives,1 night or over,Europe,:,
2013,Denmark,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2013,Denmark,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2013,Denmark,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2013,Denmark,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2013,Denmark,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2013,Germany (until 1990 former territory of the FRG),Number,Total,1 night or over,Europe,"236,341,483",
2013,Germany (until 1990 former territory of the FRG),Number,Total,1 night or over,European Union - 28 countries (2013-2020),"225,241,023",
2013,Germany (until 1990 former territory of the FRG),Number,Total,From 1 to 3 nights,Europe,"131,935,497",
2013,Germany (until 1990 former territory of the FRG),Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"129,391,656",
2013,Germany (until 1990 former territory of the FRG),Number,Total,4 nights or over,Europe,"104,405,986",
2013,Germany (until 1990 former territory of the FRG),Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"95,849,368",
2013,Germany (until 1990 former territory of the FRG),Number,Personal reasons,1 night or over,Europe,"197,876,431",
2013,Germany (until 1990 former territory of the FRG),Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"188,639,405",
2013,Germany (until 1990 former territory of the FRG),Number,Personal reasons,From 1 to 3 nights,Europe,"102,064,104",
2013,Germany (until 1990 former territory of the FRG),Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"100,760,798",
2013,Germany (until 1990 former territory of the FRG),Number,Personal reasons,4 nights or over,Europe,"95,812,327",
2013,Germany (until 1990 former territory of the FRG),Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"87,878,607",
2013,Germany (until 1990 former territory of the FRG),Number,"Professional, business",1 night or over,Europe,"38,465,052",
2013,Germany (until 1990 former territory of the FRG),Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"36,601,618",
2013,Germany (until 1990 former territory of the FRG),Number,"Professional, business",From 1 to 3 nights,Europe,"29,871,393",
2013,Germany (until 1990 former territory of the FRG),Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"28,630,857",
2013,Germany (until 1990 former territory of the FRG),Number,"Professional, business",4 nights or over,Europe,"8,593,659",
2013,Germany (until 1990 former territory of the FRG),Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"7,970,761",
2013,Germany (until 1990 former territory of the FRG),Number,Visits to friends and relatives,1 night or over,Europe,:,
2013,Germany (until 1990 former territory of the FRG),Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2013,Germany (until 1990 former territory of the FRG),Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2013,Germany (until 1990 former territory of the FRG),Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2013,Germany (until 1990 former territory of the FRG),Number,Visits to friends and relatives,4 nights or over,Europe,:,
2013,Germany (until 1990 former territory of the FRG),Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2013,Estonia,Number,Total,1 night or over,Europe,"2,809,140",
2013,Estonia,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"2,585,394",
2013,Estonia,Number,Total,From 1 to 3 nights,Europe,"2,103,336",
2013,Estonia,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"2,028,596",
2013,Estonia,Number,Total,4 nights or over,Europe,"705,804",
2013,Estonia,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"556,798",
2013,Estonia,Number,Personal reasons,1 night or over,Europe,"2,374,168",
2013,Estonia,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"2,184,686",
2013,Estonia,Number,Personal reasons,From 1 to 3 nights,Europe,"1,780,845",
2013,Estonia,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"1,718,047",
2013,Estonia,Number,Personal reasons,4 nights or over,Europe,"593,323",
2013,Estonia,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"466,640",
2013,Estonia,Number,"Professional, business",1 night or over,Europe,"434,972",
2013,Estonia,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"400,708",
2013,Estonia,Number,"Professional, business",From 1 to 3 nights,Europe,"322,491",
2013,Estonia,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"310,549",
2013,Estonia,Number,"Professional, business",4 nights or over,Europe,"112,481",
2013,Estonia,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"90,159",
2013,Estonia,Number,Visits to friends and relatives,1 night or over,Europe,:,
2013,Estonia,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2013,Estonia,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2013,Estonia,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2013,Estonia,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2013,Estonia,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2013,Ireland,Number,Total,1 night or over,Europe,"10,964,795",
2013,Ireland,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"10,792,445",
2013,Ireland,Number,Total,From 1 to 3 nights,Europe,"6,548,160",
2013,Ireland,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"6,523,208",
2013,Ireland,Number,Total,4 nights or over,Europe,"4,416,635",
2013,Ireland,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"4,269,237",
2013,Ireland,Number,Personal reasons,1 night or over,Europe,"10,118,693",
2013,Ireland,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"9,975,613",
2013,Ireland,Number,Personal reasons,From 1 to 3 nights,Europe,"5,819,075",
2013,Ireland,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"5,813,535",
2013,Ireland,Number,Personal reasons,4 nights or over,Europe,"4,299,619",
2013,Ireland,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"4,162,078",
2013,Ireland,Number,"Professional, business",1 night or over,Europe,"846,102",
2013,Ireland,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"816,832",
2013,Ireland,Number,"Professional, business",From 1 to 3 nights,Europe,"729,085",
2013,Ireland,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"709,673",
2013,Ireland,Number,"Professional, business",4 nights or over,Europe,"117,017",
2013,Ireland,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"107,159",
2013,Ireland,Number,Visits to friends and relatives,1 night or over,Europe,:,
2013,Ireland,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2013,Ireland,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2013,Ireland,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2013,Ireland,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2013,Ireland,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2013,Greece,Number,Total,1 night or over,Europe,"5,535,386",
2013,Greece,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"5,310,538",
2013,Greece,Number,Total,From 1 to 3 nights,Europe,"1,672,107",
2013,Greece,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"1,640,295",
2013,Greece,Number,Total,4 nights or over,Europe,"3,863,279",
2013,Greece,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"3,670,243",
2013,Greece,Number,Personal reasons,1 night or over,Europe,"5,122,374",
2013,Greece,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"4,908,009",
2013,Greece,Number,Personal reasons,From 1 to 3 nights,Europe,"1,424,253",
2013,Greece,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"1,397,535",
2013,Greece,Number,Personal reasons,4 nights or over,Europe,"3,698,122",
2013,Greece,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"3,510,474",
2013,Greece,Number,"Professional, business",1 night or over,Europe,"413,012",
2013,Greece,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"402,530",
2013,Greece,Number,"Professional, business",From 1 to 3 nights,Europe,"247,855",
2013,Greece,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"242,760",
2013,Greece,Number,"Professional, business",4 nights or over,Europe,"165,157",
2013,Greece,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"159,770",
2013,Greece,Number,Visits to friends and relatives,1 night or over,Europe,:,
2013,Greece,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2013,Greece,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2013,Greece,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2013,Greece,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2013,Greece,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2013,Spain,Number,Total,1 night or over,Europe,"130,195,683",
2013,Spain,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"129,053,227",
2013,Spain,Number,Total,From 1 to 3 nights,Europe,"90,897,545",
2013,Spain,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"90,321,479",
2013,Spain,Number,Total,4 nights or over,Europe,"39,298,138",
2013,Spain,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"38,731,748",
2013,Spain,Number,Personal reasons,1 night or over,Europe,"119,871,126",
2013,Spain,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"118,848,239",
2013,Spain,Number,Personal reasons,From 1 to 3 nights,Europe,"84,458,164",
2013,Spain,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"83,909,804",
2013,Spain,Number,Personal reasons,4 nights or over,Europe,"35,412,962",
2013,Spain,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"34,938,435",
2013,Spain,Number,"Professional, business",1 night or over,Europe,"10,324,557",
2013,Spain,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"10,204,988",
2013,Spain,Number,"Professional, business",From 1 to 3 nights,Europe,"6,439,381",
2013,Spain,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"6,411,675",
2013,Spain,Number,"Professional, business",4 nights or over,Europe,"3,885,176",
2013,Spain,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"3,793,313",
2013,Spain,Number,Visits to friends and relatives,1 night or over,Europe,:,
2013,Spain,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2013,Spain,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2013,Spain,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2013,Spain,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2013,Spain,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2013,France,Number,Total,1 night or over,Europe,"218,860,203",
2013,France,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"216,646,455",
2013,France,Number,Total,From 1 to 3 nights,Europe,"119,134,231",
2013,France,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"118,470,159",
2013,France,Number,Total,4 nights or over,Europe,"99,725,972",
2013,France,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"98,176,295",
2013,France,Number,Personal reasons,1 night or over,Europe,"198,274,857",
2013,France,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"196,384,987",
2013,France,Number,Personal reasons,From 1 to 3 nights,Europe,"104,556,068",
2013,France,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"104,114,756",
2013,France,Number,Personal reasons,4 nights or over,Europe,"93,718,789",
2013,France,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"92,270,231",
2013,France,Number,"Professional, business",1 night or over,Europe,"20,585,346",
2013,France,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"20,261,467",
2013,France,Number,"Professional, business",From 1 to 3 nights,Europe,"14,578,163",
2013,France,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"14,355,403",
2013,France,Number,"Professional, business",4 nights or over,Europe,"6,007,183",
2013,France,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"5,906,064",
2013,France,Number,Visits to friends and relatives,1 night or over,Europe,:,
2013,France,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2013,France,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2013,France,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2013,France,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2013,France,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2013,Croatia,Number,Total,1 night or over,Europe,"8,987,137",
2013,Croatia,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"7,915,948",
2013,Croatia,Number,Total,From 1 to 3 nights,Europe,"5,150,302",
2013,Croatia,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"4,626,083",
2013,Croatia,Number,Total,4 nights or over,Europe,"3,836,835",
2013,Croatia,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"3,289,865",
2013,Croatia,Number,Personal reasons,1 night or over,Europe,"7,603,407",
2013,Croatia,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"6,661,858",
2013,Croatia,Number,Personal reasons,From 1 to 3 nights,Europe,"4,183,572",
2013,Croatia,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"3,727,716",
2013,Croatia,Number,Personal reasons,4 nights or over,Europe,"3,419,835",
2013,Croatia,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"2,934,142",
2013,Croatia,Number,"Professional, business",1 night or over,Europe,"1,383,730",
2013,Croatia,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"1,254,089",
2013,Croatia,Number,"Professional, business",From 1 to 3 nights,Europe,"966,730",
2013,Croatia,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"898,366",
2013,Croatia,Number,"Professional, business",4 nights or over,Europe,"417,000",
2013,Croatia,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"355,723",
2013,Croatia,Number,Visits to friends and relatives,1 night or over,Europe,:,
2013,Croatia,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2013,Croatia,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2013,Croatia,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2013,Croatia,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2013,Croatia,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2013,Italy,Number,Total,1 night or over,Europe,"50,208,158",
2013,Italy,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"48,985,590",
2013,Italy,Number,Total,From 1 to 3 nights,Europe,"24,518,118",
2013,Italy,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"24,095,826",
2013,Italy,Number,Total,4 nights or over,Europe,"25,690,040",
2013,Italy,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"24,889,763",
2013,Italy,Number,Personal reasons,1 night or over,Europe,"44,903,961",
2013,Italy,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"43,809,336",
2013,Italy,Number,Personal reasons,From 1 to 3 nights,Europe,"19,919,004",
2013,Italy,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"19,617,520",
2013,Italy,Number,Personal reasons,4 nights or over,Europe,"24,984,957",
2013,Italy,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"24,191,816",
2013,Italy,Number,"Professional, business",1 night or over,Europe,"5,304,198",
2013,Italy,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"5,176,253",
2013,Italy,Number,"Professional, business",From 1 to 3 nights,Europe,"4,599,114",
2013,Italy,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"4,478,306",
2013,Italy,Number,"Professional, business",4 nights or over,Europe,"705,083",
2013,Italy,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"697,947",
2013,Italy,Number,Visits to friends and relatives,1 night or over,Europe,:,
2013,Italy,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2013,Italy,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2013,Italy,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2013,Italy,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2013,Italy,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2013,Cyprus,Number,Total,1 night or over,Europe,"2,285,505",
2013,Cyprus,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"2,205,199",
2013,Cyprus,Number,Total,From 1 to 3 nights,Europe,"1,140,394",
2013,Cyprus,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"1,128,359",
2013,Cyprus,Number,Total,4 nights or over,Europe,"1,145,111",
2013,Cyprus,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"1,076,839",
2013,Cyprus,Number,Personal reasons,1 night or over,Europe,"2,085,659",
2013,Cyprus,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"2,023,232",
2013,Cyprus,Number,Personal reasons,From 1 to 3 nights,Europe,"1,035,615",
2013,Cyprus,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"1,028,986",
2013,Cyprus,Number,Personal reasons,4 nights or over,Europe,"1,050,044",
2013,Cyprus,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"994,246",
2013,Cyprus,Number,"Professional, business",1 night or over,Europe,"199,846",
2013,Cyprus,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"181,966",
2013,Cyprus,Number,"Professional, business",From 1 to 3 nights,Europe,"104,779",
2013,Cyprus,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"99,373",
2013,Cyprus,Number,"Professional, business",4 nights or over,Europe,"95,067",
2013,Cyprus,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"82,593",
2013,Cyprus,Number,Visits to friends and relatives,1 night or over,Europe,:,
2013,Cyprus,Number,Visits to friends and relatives,1 night or over,European Union - 28 countries (2013-2020),:,
2013,Cyprus,Number,Visits to friends and relatives,From 1 to 3 nights,Europe,:,
2013,Cyprus,Number,Visits to friends and relatives,From 1 to 3 nights,European Union - 28 countries (2013-2020),:,
2013,Cyprus,Number,Visits to friends and relatives,4 nights or over,Europe,:,
2013,Cyprus,Number,Visits to friends and relatives,4 nights or over,European Union - 28 countries (2013-2020),:,
2013,Latvia,Number,Total,1 night or over,Europe,"4,369,069",
2013,Latvia,Number,Total,1 night or over,European Union - 28 countries (2013-2020),"4,048,046",
2013,Latvia,Number,Total,From 1 to 3 nights,Europe,"3,360,954",
2013,Latvia,Number,Total,From 1 to 3 nights,European Union - 28 countries (2013-2020),"3,262,655",
2013,Latvia,Number,Total,4 nights or over,Europe,"1,008,114",
2013,Latvia,Number,Total,4 nights or over,European Union - 28 countries (2013-2020),"785,390",
2013,Latvia,Number,Personal reasons,1 night or over,Europe,"3,958,376",
2013,Latvia,Number,Personal reasons,1 night or over,European Union - 28 countries (2013-2020),"3,711,746",
2013,Latvia,Number,Personal reasons,From 1 to 3 nights,Europe,"3,099,854",
2013,Latvia,Number,Personal reasons,From 1 to 3 nights,European Union - 28 countries (2013-2020),"3,036,522",
2013,Latvia,Number,Personal reasons,4 nights or over,Europe,"858,522",
2013,Latvia,Number,Personal reasons,4 nights or over,European Union - 28 countries (2013-2020),"675,223",
2013,Latvia,Number,"Professional, business",1 night or over,Europe,"410,693",
2013,Latvia,Number,"Professional, business",1 night or over,European Union - 28 countries (2013-2020),"336,300",
2013,Latvia,Number,"Professional, business",From 1 to 3 nights,Europe,"261,101",
2013,Latvia,Number,"Professional, business",From 1 to 3 nights,European Union - 28 countries (2013-2020),"226,133",
2013,Latvia,Number,"Professional, business",4 nights or over,Europe,"149,593",
2013,Latvia,Number,"Professional, business",4 nights or over,European Union - 28 countries (2013-2020),"110,167",
2013,Latvia,Number,Visits to friends and relatives,1 night or over,Europe,:,
